WKT,name,description
"POLYGON ((106.8233223 -6.1715199, 106.8231721 -6.1726719, 106.8231506 -6.1748479, 106.8231077 -6.1772585, 106.8230218 -6.1793278, 106.8230862 -6.1800531, 106.8238372 -6.1804798, 106.8311328 -6.1801811, 106.831326 -6.1790718, 106.8301458 -6.1762558, 106.8294591 -6.1717332, 106.8288583 -6.1713279, 106.8233223 -6.1715199))",Taman Monas,
