WKT,name,description
"POLYGON ((106.7988816 -6.2155986, 106.7987099 -6.2167078, 106.7987958 -6.2182437, 106.7989674 -6.2197156, 106.7989889 -6.2210594, 106.8009201 -6.221806, 106.8030444 -6.2226379, 106.8036023 -6.2233845, 106.8054477 -6.2221687, 106.8068639 -6.2211021, 106.8069068 -6.218713, 106.8068639 -6.2158332, 106.8054906 -6.2156412, 106.8031517 -6.2155559, 106.801242 -6.2155986, 106.7997185 -6.2155986, 106.7988816 -6.2155986))",Gelora Bung Karno,
