WKT,name,description
"POLYGON ((106.7333876 -6.1173056, 106.7278944 -6.13847, 106.7265212 -6.1514413, 106.730641 -6.1896706, 106.7416274 -6.2176582, 106.7567336 -6.2388186, 106.7622267 -6.2558828, 106.7704665 -6.2825018, 106.7807662 -6.290692, 106.806172 -6.2927396, 106.8171584 -6.2927396, 106.8356978 -6.3022946, 106.8597304 -6.305707, 106.8707167 -6.308437, 106.8885695 -6.305707, 106.9016158 -6.311167, 106.9187819 -6.3132144, 106.938008 -6.307072, 106.9503676 -6.3002471, 106.9586073 -6.292057, 106.959294 -6.2695338, 106.9551741 -6.2490572, 106.9517409 -6.2272146, 106.9524275 -6.216293, 106.9435011 -6.2012754, 106.9435011 -6.1807962, 106.9414412 -6.154172, 106.938008 -6.1405181, 106.9297682 -6.1282292, 106.9256484 -6.1207192, 106.9235884 -6.1077472, 106.8947493 -6.1077472, 106.8940627 -6.1282292, 106.8871962 -6.1282292, 106.8631636 -6.1227674, 106.8418776 -6.1275465, 106.8185317 -6.1323255, 106.8130385 -6.1275465, 106.7979323 -6.133691, 106.7828261 -6.1295947, 106.7711531 -6.1207192, 106.7553603 -6.1227674, 106.7443739 -6.1227674, 106.7333876 -6.1173056))",Kota DKI Jakarta,
