WKT,name,description
"POLYGON ((106.8828842 -6.2987657, 106.8833991 -6.3003867, 106.8839141 -6.3020929, 106.8842575 -6.303202, 106.8857595 -6.3043963, 106.887519 -6.3053348, 106.8900939 -6.305676, 106.8933126 -6.3065291, 106.8961021 -6.3070836, 106.898162 -6.3081074, 106.900179 -6.3093017, 106.9021961 -6.3108373, 106.9040843 -6.3111786, 106.9045993 -6.3073822, 106.9055435 -6.3061879, 106.9058439 -6.3042257, 106.9058868 -6.301709, 106.9058868 -6.2997895, 106.9035264 -6.2993629, 106.9008228 -6.2990217, 106.8963596 -6.298979, 106.8918106 -6.2991923, 106.8874332 -6.299107, 106.884472 -6.2991923, 106.8828842 -6.2987657))",Taman Mini Indonesia Indah,
