WKT,name,description
"POLYGON ((106.8524897 -6.2353888, 106.8527043 -6.2361354, 106.8523395 -6.2374152, 106.852082 -6.2385031, 106.8517172 -6.2398896, 106.8522322 -6.2410414, 106.8526828 -6.2421293, 106.8540561 -6.2421079, 106.8531978 -6.2410414, 106.8529832 -6.2400602, 106.8531978 -6.2385671, 106.8535411 -6.2374579, 106.853627 -6.2366473, 106.8535411 -6.2356021, 106.8533695 -6.2348129, 106.8527901 -6.2352822, 106.8524897 -6.2353888))",Tebet Echo Park,
